zts1e	Nuevo Ítem
zts512e	Zapatos Brillantes
zts513e	Zapatos de las Tinieblas
zts514e	Anillo Rojo de Radal
zts515e	Uno de los anillos que se encontraba en posesión de Radal cuando él estaba vivo. Este ítem se utiliza para misiones importantes.[n][n]
zts516e	Anillo Azul de Radal
zts517e	Guante Insoluble
zts518e	Tiene una fuerte resistencia contra ácido,[n]se oxida raras veces [n][n]
zts519e	Collar Antiguo Dorado
zts520e	Collar Precioso Dorado
zts521e	Anillo de Plata
zts522e	Brazalete Moderno
zts523e	Collar Antiguo de Mano
zts524e	Anillo Antiguo de Mano
zts525e	Brazalete Antiguo de Mano
zts526e	Collar Precioso de Mano
zts527e	Anillo Precioso de Mano
zts528e	Brazalete Precioso de Mano
zts529e	Brazalete Lujoso de Mano
zts530e	Collar Antiguo del ojo de gato
zts531e	Anillo Antiguo de Ojo de Gato
zts532e	Brazalete Antiguo de ojo de gato
zts533e	Collar Precioso Ojo de Gato
zts534e	Anillo Precioso de ojo de gato
zts535e	Brazalete Precioso de ojo de gato
zts536e	Collar Lujoso de ojo de gato
zts537e	Brazalete Lujoso de ojo de gato
zts538e	Collar de Cristal
zts539e	Anillo de Cristal
zts540e	Brazalete de Cristal
zts541e	Collar Precioso de Cristal
zts542e	Anillo Precioso de Cristal
zts543e	Brazalete Precioso de Cristal
zts544e	Anillo Lujoso de Cristal
zts545e	Brazalete Lujoso de Cristal
zts546e	Collar de Diamantes
zts547e	Anillo de Diamantes
zts548e	Brazalete de Diamantes
zts549e	Collar Precioso de Diamantes
zts550e	Anillo Precioso de Diamantes
zts551e	Brazalete Precioso de Diamantes
zts552e	Collar Lujoso de Diamentes
zts553e	Anillo Lujoso de Diamantes
zts554e	Brazalete Lujoso de Diamantes
zts555e	Guantes Livianos
zts556e	Guante Liviano, sin embargo, resistente [n] Aumento ligero de la escapatoria [n][n]
zts557e	Guantes de Seda
zts558e	Guantes suaves y lujosos, llenos del Espíritu Mágico [n] Aumenta el Poder de Ataque [n][n]
zts559e	Guantes Mágicos
zts560e	Lleno con Espíritu Mágico y aumenta el nivel de MP [n][n]
zts561e	Guantes Claros
zts562e	La defensa de lucha cuerpo a cuerpo es superior a otros guantes. [n][n]
zts563e	Guantes Rápidos
zts564e	No tiene ningún tipo de resistencia contra el viento [n][n]
zts565e	Guantes de Combate
zts566e	Tiene un mayor poder de defensa en lucha cuerpo a cuerpo que los otros [n][n]
zts567e	Guantes de Cadenas
zts568e	Entre los Espadachines es muy difundido [n][n]
zts569e	Guantes Relámpago
zts570e	Botas Livianas
zts571e	Botas livianas que alcanzan hasta los tobillos [n][n]
zts572e	Zapatos Rápidos
zts573e	Aumenta solamente tu velocidad y no tu defensa
zts574e	Botas-Cadena
zts575e	Botas con un poder de defensa no tan maligno [n] [n]
zts576e	Botas de Piel
zts577e	Conocido por haber sido hecho de la piel de un diablo anciano [n] Absorbe la Magia de Ataques
zts578e	Botas de Acero
zts579e	Botas de Protección
zts580e	Botas de Viento
zts581e	Botas de Material Pesado
zts582e	Guante para el horno
zts583e	Protege tus manos de los objetos calurosos [n][n]
zts584e	Guante Brillante
zts585e	Protegido por el espíritu de la luz [n][n]
zts586e	Guante de Viento
zts587e	Se puede sentir como si una brisa suave soplara sobre tu mano.[n] Tiene el Poder de Escapatoria [n][n]
zts588e	Guante de Resistencia
zts589e	Guante de las Tinieblas
zts590e	Lleno con Energía de las Tinieblas
zts591e	Zapatos Negros
zts592e	Zapatos de Agua
zts593e	Tiene una resistencia de agua adicional [n][n]
zts594e	Botas Manchadas
zts595e	Lleno con Energía de la Luz [n][n]
zts596e	Botas con Llamas
zts597e	Lleno con Energía del Fuego [n][n]
zts598e	Botas del Lago Profundo
zts599e	Rodeado con Energía de las Tinieblas [n] Aumenta la resistencia de luz [n][n]
zts600e	Hada del Fuego
zts601e	Hada elemental[n][n]Cuanto más tiempo la lleves contigo en la batalla, más aumentará su poder de ataque elemental[n](en combate contra monstruos de su nivel +-10).[n]El poder de ataque elemental del Hada se añade a las habilidades elementales del jugador.[n] Este Hada del Fuego puede aumentar hasta el nivel 50.[n][n]
zts602e	Hada del Agua
zts603e	Hada de la Luz
zts604e	Hada de las Tinieblas
zts605e	Tarjeta de Pijama
zts606e	¡Ey! Déjanos vivir en paz. [n] ¿Qué te preocupa tanto? ¡Disfruta y ya está!  [n][n]
zts607e	Tarjeta del especialista del guerrero
zts608e	Tarjeta del Especialista- Elemento del Fuego [n][n]Con el Poder de la Espada dominan el campo de batalla. El arte del combate fogoso de estos Espadachines audaces esta por encima de los Guerreros poderosos en la lucha cuerpo a cuerpo.[n][n]
zts609e	Tarjeta del especialista del ninja
zts610e	Tarjeta del Especialista- Elemento del Agua[n][n] Los ojos de estos Espadachines están llenos de odio. Cualquiera que se cruce en su camino, será herido con el tajo afilado de su espada poderosa.[n][n]
zts611e	Tarjeta del especialista del cazador
zts612e	Tarjeta del Especialista-Elemento del Agua[n][n] Éste empieza la batalla chisporroteando una lluvia mortal de flechas sobre sus oponentes. Gracias a su velocidad única, el oponente no ve venir el ataque. [n][n]
zts613e	Tarjeta del especialista del asesino
zts614e	Tarjeta del Especialista- Elemento de las Tinieblas [n][n] Detrás de la máscara se esconde un Guerrero malvado y furioso con un espíritu sangriento y peligroso. Los oponentes que se encuentren cerca de él, no lo deben perder de vista.[n][n]
zts615e	Tarjeta del especialista del mago Rojo
zts616e	Tarjeta del Especialista- Elemento del Fuego[n][n] Estos Magos llevan el símbolo de la destrucción y de la ruina. Su poder de aniquilación lo obtienen a través de la poderosa formula mágica del fuego.[n][n]
zts617e	Tarjeta del especialista del mago sagrado
zts618e	Tarjeta del Especialista- Elemento de la luz[n][n]Los guardianes de la luz, de los mandamientos y del acuerdo. Este mago sabio obra a través de la voluntad de Erenia y utiliza el poder del bien para vencer a sus oponentes. [n][n]
zts619e	Espada del Compañero
zts620e	Arco del Compañero
zts621e	Varita Mágica del Compañero
zts622e	Equipamiento de acompañante (magia)
zts623e	Equipamiento de acompañante (combate a distancia)
zts624e	Equipamiento de acompañante (cuerpo a cuerpo)
zts625e	Palanca de tracción (No utilizada)
zts626e	Baúl Antiguo
zts627e	Poción pequeña de Curación
zts628e	Cura a los jugadores y al NosMate [n][n]
zts629e	Poción mediana de curación
zts630e	Poción Grande de Curación
zts631e	Poción pequeña de Mana
zts632e	Poción mediana de Mana
zts633e	Poción Grande de Mana
zts634e	Poción completa pequeña
zts635e	Poción completa mediana
zts636e	Poción grande de recuperación
zts637e	Poción enorme de recuperación
zts638e	Semilla del Poder
zts639e	Puede ser utilizada en las siguientes situaciones: [n] 1. Para retornar al lugar donde se ha muerto después de la reanimacion (10 Semillas del Poder) [n] 2. Para entrar en una Piedra del Time-Space (número indicado) [n] 3. Para reanimar a la mascota y al compañero (5 Semillas del Poder) [n] 4. Para poder cancelar una misión de la Piedra del Time-Space (5 Semillas del Poder) [n][n]
zts640e	Piedra de Gillion
zts641e	Para recibir una Gema del Alma, de Cellon y de Cristal tiene que ser pulida [n]Para pulir la, compra una Veredler y haz doble clic sobre éste.[n][n]
zts642e	Polvo de Cella
zts643e	Es necesario para lo siguiente: [n] 1. Fortalecer tu Armadura [n] 2. Optimizar tu Gema del Alma, de Cellon y de Cristal [n][n]
zts644e	Gema del alma
zts645e	Utilizada para optimizar el equipamiento[n] Puede clasificarse desde +1 hasta +5
zts646e	Gema del Alma Completa
zts647e	Utilizada para optimizar el equipamiento [n] Puede clasificarse desde +6 hasta +10
zts648e	Nivel 1 de Cellon
zts649e	Añade el nivel 1 de opción al accesorio
zts650e	Nivel 2 de Cellon
zts651e	Añade el nivel 2 de opción al accesorio
zts652e	Nivel 3 de Cellon
zts653e	Añade el nivel 3 de opción al accesorio
zts654e	Nivel 4 de Cellon
zts655e	Añade el nivel 4 de opción al accesorio
zts656e	Nivel 5 de Cellon
zts657e	Añade el nivel 5 de opción al accesorio
zts658e	Nivel 6 de Cellon
zts659e	Añade opciones del nivel 6 al ítem
zts660e	Nivel 7 de Cellon
zts661e	Añade opciones del nivel 7 al ítem
zts662e	Nivel 8 de Cellon
zts663e	Añade opciones del nivel 8 al ítem
zts664e	Nivel 9 de Cellon
zts665e	Añade opciones del nivel 9 al ítem
zts666e	Nivel 10 de Cellon
zts667e	Añade opciones del nivel 10 al ítem
zts668e	Arena del Río Estruendoso
zts669e	Base esencial para la producción de diferentes items [n][n]
zts670e	Cristal de Luna Nueva
zts671e	Utilízalo en el Mini-mundo [n] Puede quebrarse en fragmentos de cristal pequeños [n] Utiliza [Gema, Cellon o herramientas de producción de Cristal][n][n]
zts672e	Cristal de Medialuna
zts673e	Utilizarlo en el Mini-mundo [n][n]
zts674e	Cristal de Luna Llena
zts675e	Fragmento de Cristal Rojo
zts676e	Necesario para la producción [n][n]
zts677e	Fragmento del Cristal Azul
zts678e	Fragmento del Cristal Blanco
zts679e	Fragmento del Cristal Negro
zts680e	Herramienta del Aventurero
zts681e	Produce los items que los aventureros pueden utilizar [n] Haz doble clic sobre éste [n] y la lista aparecerá [n][n]
zts682e	Gema del Alma de Veredler
zts683e	Utiliza la Piedra de Gillion para poder obtener el Polvo de Cella y la Gema del Alma .[n] El Polvo de Cella y la Gema del Alma se utilizan para optimizar las armas y las armaduras. [n] Para utilizarlo, hacer doble clic.[n][n]
zts684e	Cellon de Verdler
zts685e	Utiliza la Piedra de Gillion para poder obtener el Polvo de Cella.[n] El Polvo de Cella se utiliza para optimizar las armas y las armaduras.[n] Cellon se utiliza para añadir opciones adicionales al accesorio.[n] Para utilizarlo, hacer doble clic.[n][n]
zts686e	Cristal de Veredler
zts687e	Utiliza la Piedra de Gillion para poder obtener el Polvo y el Cristal de Cella .[n] El Polvo de Cella se utiliza para optimizar las armas. [n] El Cristal se utiliza para el Mini-mundo y la producción [n] Para utilizarlo, hacer doble clic.[n][n]
zts688e	Herramienta del Espadachín
zts689e	Produce los items que el espadachín puede utilizar [n] Haz un clic sobre éste y la lista aparecerá [n][n]
zts690e	Herramienta del Arquero
zts691e	Produce los items que un arquero pude utilizar [n] Haz doble clic sobre éste [n] y la lista aparecerá [n][n]
zts692e	Herramienta del Mago
zts693e	Produce los items que el Mago puede utilizar [n] Haz doble clic sobre éste [n] y la lista aparecerá [n][n]
zts694e	Baúl regular
zts695e	Baúl Lujoso
zts696e	Baúl misterioso
zts697e	Palanca de Tracción (Utilizada)
zts698e	Oro
zts699e	Herramienta para el accesorio
zts700e	Produce diferentes accesorios [n] Haz doble clic para poder ver la lista
zts701e	Esfera de Cristal (No utilizado)
zts702e	Esfera de Cristal (Utilizado)
zts703e	Baúl adicional
zts704e	Botón (No utilizado)
zts705e	Botón (Utilizado)
zts706e	Palanca de Madera (no utilizado)
zts707e	Palanca de Madera (Utilizado)
zts708e	Escultura del Diablo (No utilizado)
zts709e	Escultura del Diablo (Utilizado)
zts710e	Llave Sellada
zts711e	Materiales de Exploración de Duke
zts712e	Estos son los materiales que estudio el Grande Mago [n] Objetivo desconocido [n][n]
zts713e	Artefacto
zts714e	Efecto del Poder de Ataque
zts715e	Efecto defensivo
zts716e	Efecto defensivo cuerpo a cuerpo
zts717e	Efecto defensivo a larga distancia
zts718e	Efecto de defensa mágica
zts719e	Efecto de Mana
zts720e	Súper Energía
zts721e	Baúl de Descanso
zts722e	Efecto casual
zts723e	Renacimiento del NosMate
zts724e	Acelerar
zts725e	Escudo Poderoso
zts726e	Herramienta para Gemas
zts727e	Una optimización perfecta para las Gemas del Alma, Optimiza el Cellon en cada nivel [n] La optimización del Cristal es posible [n][n]
zts728e	Herramienta para materiales
zts729e	Aumenta la calidad de la materia prima, [n]tal como las barras de metal, madera y piel. [n][n]
zts730e	Cápsula de Curación
zts731e	Haz clic sobre el Mini-mundo
zts732e	Poción enorme de recuperación
zts733e	Tarjeta del especialista
zts734e	Punto Especial de Recargo
zts735e	Le da 10.000 puntos adicionales a los puntos especiales (SP) [n][n]
zts736e	Cargador de puntos
zts737e	Piedra parida del Time
zts738e	Cesta de picnic
zts739e	Pueden bailar hasta 3 personas [n][n]
zts740e	Barbacoa
zts741e	Pueden bailar hasta 8 personas [n][n]
zts742e	Herramienta para guantes y zapatos
zts743e	Cartel Indicador Pequeño
zts744e	Aplica un cartel indicador pequeño para que los otros puedan entrar en tu Mini-Mundo. [n] Parece ser un poco barato [n][n]
zts745e	Cartel Indicador Grande
zts746e	Aplica un cartel indicador High-End para que los otros puedan entrar en tu Mini-mundo.Tiene la forma de una casa y se ve muy bien [n][n]
zts747e	Flor de Sonido Salvaje
zts748e	Flor de Sonido
zts749e	Inicia una Aventura de las Flores de Sonido.[n][n]
zts750e	Recompensa de oro
zts751e	Después de terminarlo recibes una cierta suma de oro [n][n]
zts752e	Recompensa de Experiencia
zts753e	Recibes una cierta cantidad de puntos de experiencia después de terminarlo [n][n]
zts754e	Recompensa por experiencia de profesiónl
zts755e	Después de terminarlo recibes una cierta cantidad de puntos de experiencia de profesiones [n][n]
zts756e	Recompensa de fama
zts757e	Después de terminarlo recibes una cierta cantidad de reputación
zts758e	Fragmento del Time-Space (Grupo)
zts759e	Doble clic para controlar la misión [n][n]
zts760e	Fragmento del Time-Space (Individual)
zts761e	Doble clic para controlar la misión [n][n]
zts762e	Fragmento del Time-Space (Raid)
zts763e	Fragmento del Time-Space (Cacería)
zts764e	Fragmento del Time-Space (Laboratorio)
zts765e	Los puntos aumentan
zts766e	¿Caja misteriosa?
zts767e	Plumaje de la Gallina
zts768e	Cuby Azul
zts769e	Cráneo Abandonado
zts770e	Soldados Arañas- Parte 2
zts771e	Time-Space para obtener el Sello de la Araña Negra Gigante [n] Límite de nivel: 60-69 [n] Con el podrás entrar inmediatamente [n][n]
zts772e	Chándal para Bob
zts773e	A través de este ítem, [n]la velocidad de tu compañero aumenta en dos puntos.[n]Además este chándal le da a tu compañero un aspecto especial.[n][n]Instrucciones:[n]Escoge a tu compañero y haz [n]clic dos veces sobre el Chándal de tu inventario.[n] Inventario. Si le encierras a tu compañero en una perla, este ítem desaparecerá.[n][n]
zts774e	Ataduras del pasado - Parte 2
zts775e	Time-Space para obtener el Sello de Ginseng.[n]Límite de nivel: 40-49 [n]Con él podrás entrar inmediatamente.[n][n]
zts776e	Ataduras del pasado - Parte 3
zts777e	Pasteles
zts778e	Pasteles para la fiesta de acción de gracias.[n]Reune 10 de estos y llévalos a Mimi Mentor para obtener una recompensa.[n][n]
zts779e	N (Evento)
zts780e	¡Aumenta el nivel de HP y MP en 2.000 N.O.S respectivamente! Si reúnes todos los items, podrás obtener el ítem adicional.[n]Este ítem desaparecerá cuando se termine el evento[n](El último del Evento es el 21 de Noviembre) [n][n]
zts781e	O (Evento)
zts782e	Aumenta los puntos de la experiencia de combate en un 10% durante 10 minutos[n] (Si el personaje muere, el efecto se disolverá)[n] ¡N.O.S! Si reúnes todos los items, recibirás un ítem adicional. Este ítem desaparecerá cuando se termine el Evento [n] (El último día del Evento es el 21 de Noviembre) [n][n]
zts783e	S (Evento)
zts784e	Aumenta el Poder de Ataque en un 20% durante 10 minutos [n] 8 (Si muere tu personaje, el efecto desaparecerá) [n] ¡N.O.S! Si reúnes todos los items, recibirás un ítem adicional. [n] Este ítem desaparecerá cuando se termine el Evento [n] (El último día del Evento es el 21 de Noviembre) [n][n]
zts785e	! (Evento)
zts786e	En caso de tener sólo un N.O.S y estés utilizando este ítem, el nivel de SP se recarga con 10.000 y recibes un ítem adicional. [n] El ítem desaparecerá cuando el evento se termine [n](El último día del evento es el 21 de Noviembre)[n][n]
zts787e	Datos de exploración de Duke
zts788e	Datos de exploración de Duke [n] Un Texto académico complicado[n] y por eso, no se lo pude entender por completo. [n][n]
zts789e	Lirio de la Pureza
zts790e	Tarjeta – recargo instantáneo de SP
zts791e	Medallón de Erenia
zts792e	[Efecto principal][n]Cada contenido de equipamiento, sea de mayor o menor importancia, aumentara 8. Un total de 24,[n] Si lo utilizas junto con el Medallón del Aventurero, aumenta 32 [n]Efecto adicional][n] La adquisición de Experiencia de Ataque aumenta en un 15 %. La recolección de Experiencia de profesiones aumenta en un 15%,[n]La adquisición de Experiencias de tu mascota y compañero aumentan en un 15%. (Se aumentaría en un 30% si utilizas el Medallón del Aventurero) La recolección de Oro aumentará en un 20%. La recolección de Fama aumentará en un 20%.[n][Advertencia] Cuando el período de tiempo se haya terminado[n], no podrás llevarte todos los items del inventario aumentado,[n]por lo tanto sería mejor si reservas tus items antes. [n][n]
zts793e	Medallón del aventurero
zts794e	[Efecto principal][n]Cada contenido del equipamiento, sea de mayor o menor importancia, aumentara 4. Un total de 12,[n] Si lo utilizas junto con el Medallón del Erenia, aumenta 36 [n] [Efecto adicional][n] La adquisición de Experiencia de Ataque aumenta en un 15 %. La recolección de Experiencia de profesiones aumenta en un 15%.[n]La adquisición de Experiencias de tu mascota y compañero aumentan en un 15%. (Se aumentaría en un 30% si utilizas el Medallón de Erenia)[Advertencia] Cuando el período de tiempo se haya terminado[n], no podrás llevarte todos los items del inventario aumentado,[n]por lo tanto sería mejor si reservas tus items antes. [n][n]
